prefecture,prefecture_code,fiscal_year,as_of_date,period_type,scope,data_status,source_framework,fund_balance_million_yen,average_fund_balance_million_yen,cash_deposit_million_yen,securities_million_yen,government_bonds_million_yen,local_bonds_million_yen,securities_ratio_pct,government_bond_ratio_pct,cash_deposit_ratio_pct,investment_income_million_yen,fund_investment_income_million_yen,investment_yield_pct,bond_yield_pct,deposit_yield_pct,average_maturity_years,duration_years,source_document,source_url,comparison_level,comparison_notes,notes
静岡県,220001,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,883500,338800,544700,,,61.652518392756086,,38.347481607243914,,4730,0.5353706847764572,0.455,0.664,,,令和7年度資金運用実績,https://www.pref.shizuoka.jp/_res/projects/default_project/_page_/001/030/351/shikinnunnyou.08.10.pdf,B,基金の預金・債券平均残高、各利回り、運用収入を比較可能。債券銘柄・年限内訳は当該表では未確認。,「見つからない」を「存在しない」とは扱わない。
静岡県,220001,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,静岡県 資金運用,https://www.pref.shizuoka.jp/kensei/zaiseisuito/suito/1030351.html,B,基金一括運用、競争入札、国債・地方債等の方針は確認。R8途中数値は未確認。,「見つからない」を「存在しない」とは扱わない。
愛知県,230006,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,2025年度愛知県財務マネジメント懇談会 議事概要,https://www.pref.aichi.jp/soshiki/shikin-kikaku/zaimumanagement2025.html,D,「一括運用基金における債券運用」が正式議題。会議録は非公開で数値比較はできず。,「見つからない」を「存在しない」とは扱わない。
愛知県,230006,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,愛知県 資金企画・財務マネジメント,https://www.pref.aichi.jp/soshiki/shikin-kikaku/zaimumanagement2025.html,D,債券運用のガバナンスは確認できるがR8基金ポートフォリオ数値は未確認。,「見つからない」を「存在しない」とは扱わない。
三重県,240001,2025,,annual_plan,prefecture_funds,NUMERIC_OFFICIAL_FORECAST,prefecture_public_plan,,,,,,,,,,,700,,,,,,令和8年2月27日 三重県議会定例会会議録,https://www.pref.mie.lg.jp/common/content/001256985.pdf,D,R7基金運用収益は「約7億円を超える見込み」。確定実績・平均残高・債券残高は未確認。,700百万円は「約7億円超」の比較用近似下限。確定値としては扱わない。
三重県,240001,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,令和8年2月27日 三重県議会定例会会議録,https://www.pref.mie.lg.jp/common/content/001256985.pdf,D,管理手法は確認できるがR8実績数値は未確認。,「見つからない」を「存在しない」とは扱わない。
滋賀県,250007,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,滋賀県 会計課（資金管理・出納係）,https://www.pref.shiga.lg.jp/kensei/gaiyou/soshiki/kaikeikanrikyoku/kaikeika/,D,会計課が基金等資金の管理・運用を所管することを確認。R7の債券残高・国債残高・利回り等の比較可能な実績は未確認。,「見つからない」を「存在しない」とは扱わない。
滋賀県,250007,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,滋賀県 会計管理局 公金管理関係資料,https://www.pref.shiga.lg.jp/ka00/9122.html,D,R8基金ポートフォリオの比較可能数値は未確認。,「見つからない」を「存在しない」とは扱わない。
京都府,260002,2025,2026-03-31,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,令和7年度京都府歳入歳出決算・基金の概要,https://www.pref.kyoto.jp/kessan/07kessan.html,D,R7基金残高資料は公表済みだが、基金全体の預金・債券別運用実績・利回りの専用比較表は本調査で未確認。,「見つからない」を「存在しない」とは扱わない。
京都府,260002,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,京都府 決算・基金資料,https://www.pref.kyoto.jp/kessan/07kessan.html,D,R8年度途中の基金運用ポートフォリオ数値を確認できず。,「見つからない」を「存在しない」とは扱わない。
大阪府,270008,2025,2026-02-05,annual_plan,prefecture_public_money,NUMERIC_OFFICIAL_FORECAST,prefecture_public_plan,,892300,,290600,,,,,,1662.489,,0.442,0.739,,,,第25回大阪府財務マネジメント委員会 資料7「資金運用の実績について」,https://www.pref.osaka.lg.jp/documents/126891/shiryo7.pdf,A,"R7見込み。全体平均運用8,923億、長期運用2,906億、全体利回り0.442%、長期利回り0.739%。基金のみの分母ではないため愛媛県基金との直接比較には注意。",長期運用の年限別内訳・債券種別構成まで公表。investment_incomeは長期運用利息見込み。
大阪府,270008,2026,,annual_plan,prefecture_public_money,PARTIAL_OFFICIAL,prefecture_public_plan,,,,,,,,,,,,,,,,,第25回大阪府財務マネジメント委員会,https://www.pref.osaka.lg.jp/o050010/zaisei/oosakafuzaimumanezim/zaimane25.html,A,長期運用計画・商品・年限管理まで公開。R8実績ではなく計画。,「見つからない」を「存在しない」とは扱わない。
兵庫県,280003,2025,2026-03-31,annual_actual,prefecture_public_money,NUMERIC_OFFICIAL,prefecture_public_actual,,840300,,229400,,,,,,,,0.636,0.84,,6.21,,令和7年度資金運用実績及び令和8年度資金運用計画,https://web.pref.hyogo.lg.jp/kk21/documents/r8keikaku2.pdf,B,運用実績・債券年限・新規購入銘柄を詳細公表。ただし資料の集計対象は基金のみではなく県資金管理全体を含むためスコープ調整が必要。,"短期運用平均6,109億、債券2,294億、合計8,403億。詳細な購入年限表あり。 R7新規債券購入は計668億円、加重平均利率1.363%、平均年限6.21年（1/2/3/5/10/20/30年に分散）。"
兵庫県,280003,2026,,annual_plan,prefecture_public_money,NUMERIC_OFFICIAL_PLAN,prefecture_public_plan,,,,,,,,,,,,,,,,,令和7年度資金運用実績及び令和8年度資金運用計画,https://web.pref.hyogo.lg.jp/kk21/documents/r8keikaku2.pdf,B,資金管理委員会、運用指針、年度計画、新規債券購入の年限まで公開。R8数値は計画扱い。,「見つからない」を「存在しない」とは扱わない。
奈良県,290009,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,奈良県 決算審査・基金運用状況,,E,R7基金全体の債券残高・利回り等を比較可能な公表資料を確認できず。,R6統一統計では有価証券比率が上昇しているため追加照会候補。
奈良県,290009,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,奈良県 公金・基金運用関係公開資料,,E,R8年度途中の比較可能数値を確認できず。,「見つからない」を「存在しない」とは扱わない。
和歌山県,300004,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,令和7年12月 和歌山県議会定例会会議録（基金運用答弁）,https://www.pref.wakayama.lg.jp/gijiroku/d00221553.html,D,基金は基本的に預貯金で運用し、県債管理基金の一部は他自治体地方債等で債券運用する旨を公式答弁で確認。R7の残高・利回り等は未確認。,「見つからない」を「存在しない」とは扱わない。
和歌山県,300004,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,和歌山県 財政状況の公表（R8）,https://www.pref.wakayama.lg.jp/prefg/010400/d00156229.html,D,R8財政状況資料は公表されているが、基金の債券残高・国債残高・利回り等の比較可能な運用実績は確認できず。,「見つからない」を「存在しない」とは扱わない。
鳥取県,310000,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,80400,75500,62700,12100,,,15.049751243781095,,77.98507462686567,,392.53999999999996,,1.125,0.411,,,基金の総額・運用実績,https://www.pref.tottori.lg.jp/258342.htm,B,年度末基金総額・預金・有価証券、預金/債券の平均残高・利息・利回りまで比較可能。国債単独残高は分離なし。,平均運用残高755億円は預金640億+債券115億のみ。繰替運用等は含まない。
鳥取県,310000,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,資金運用（歳計現金、基金）,https://www.pref.tottori.lg.jp/258339.htm,B,基金は銀行預金、有価証券（国債・政府保証債・地方債）を基本。R8途中数値は未確認。,「見つからない」を「存在しない」とは扱わない。
島根県,320005,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,島根県 財政課 基金運用関係公開資料,,D,R7基金全体の国債・債券残高、利回りの比較可能な公表実績を確認できず。,R6全国統一統計では有価証券比率が高位。
島根県,320005,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,令和8年度 島根県会計年度任用職員採用試験受験案内,https://www.pref.shimane.lg.jp/admin/syokuin/bosyu/bosyu_somu/kaikei_saiyoushiken_issei.data/jukenannai_0801.pdf,D,R8に国債等の購入・管理業務が明示され、運用体制強化の証拠。ただしポートフォリオ数値は未確認。,「見つからない」を「存在しない」とは扱わない。
岡山県,330001,2025,2026-03-31,year_end_actual,prefecture_funds,NUMERIC_OFFICIAL_FORECAST,prefecture_public_actual,109323.195,,,,,,,,,,,,,,,,令和7年度 基金の状況（決算見込）,https://www.pref.okayama.jp/uploaded/life/1052449_10196574_misc.pdf,D,R7年度末基金残高見込は公表。運用資産の現預金・債券内訳、国債残高、利回りは当該資料では確認できず。,"基金合計109,323,195千円。県債管理基金は満期一括償還分を含まない。決算見込値として扱う。"
岡山県,330001,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,岡山県公金運用方針に関する公式監査資料,https://www.pref.okayama.jp/uploaded/life/771490_9281663_misc.pdf,D,R8比較可能数値は未確認。,預金を基本としつつ、一括運用基金は債券のラダー運用を基本とする方針を公式資料で確認。R8実績数値は未確認。
広島県,340006,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,広島県 財政状況・公金関連公開資料,https://www.pref.hiroshima.lg.jp/site/zaiseiyosann/zaiseijoukyou080529.html,D,R7決算関係資料は確認したが、基金全体の債券・国債残高、利回りを横断比較できる運用実績表は未確認。,「見つからない」を「存在しない」とは扱わない。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
広島県,340006,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,広島県 財政状況・公金関連公開資料,https://www.pref.hiroshima.lg.jp/site/zaiseiyosann/zaiseijoukyou080529.html,D,R8年度途中の基金運用比較数値を確認できず。,「見つからない」を「存在しない」とは扱わない。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
山口県,350001,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,山口県 監査・決算・基金運用関係資料,,E,R7基金全体の公金運用ポートフォリオ・利回りを確認できず。,「見つからない」を「存在しない」とは扱わない。
山口県,350001,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,山口県 公金・基金運用関係公開資料,,E,R8比較可能数値を確認できず。,「見つからない」を「存在しない」とは扱わない。
徳島県,360007,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,徳島新未来創生総合計画（令和7年度版）,https://www.pref.tokushima.lg.jp/file/attachment/993807.pdf,D,債券運用拡大を政策目標として明記。R7基金全体の債券残高・利回り実績は未確認。,「見つからない」を「存在しない」とは扱わない。
徳島県,360007,2026,,annual_plan,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_plan,,,,,,,,,,,,,,,,,徳島新未来創生総合計画（令和7年度版）,https://www.pref.tokushima.lg.jp/file/attachment/993807.pdf,D,方針は明確だがR8実績数値は未確認。,「見つからない」を「存在しない」とは扱わない。
香川県,370002,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,香川県 決算審査意見書（基金運用状況を含む）,https://www.pref.kagawa.lg.jp/kansai/kessan/kessan.html,D,調査時点の一覧ではR6までの審査意見書掲載を確認。R7基金全体の資産構成・利回りの公表を確認できず。,「見つからない」を「存在しない」とは扱わない。
香川県,370002,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,香川県 出納局,https://www.pref.kagawa.lg.jp/suito/index.html,D,R8年度途中の比較可能数値を確認できず。,「見つからない」を「存在しない」とは扱わない。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
愛媛県,380008,2025,,policy_only,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,愛媛県 会計課・予算決算・監査等 公開資料横断検索,https://www.pref.ehime.jp/soshiki/113/index.html,E,基金・歳計現金の出納・運用所管は会計課公式ページで確認できるが、R7基金の国債残高・購入額・利回り・運用収入・年限等の全国比較可能な公表実績は再検索でも確認できず。,公表資料のみで調査。利用者から示された未公表情報はデータセットに使用していない。R6全国統一値をR7現在値として扱わない。
愛媛県,380008,2026,,policy_only,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,愛媛県 会計課・予算決算・監査等 公開資料横断検索,https://www.pref.ehime.jp/soshiki/113/index.html,E,R8年度途中の国債残高・購入額・利回り・年限等の全国比較可能な公表実績は再検索でも確認できず。,公表資料のみで調査。会計課が基金・歳計現金の管理を所管することは確認できるが、R8運用実績の詳細公表は確認できず。
高知県,390003,2025,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,高知県 資金の運用状況について,https://www.pref.kochi.lg.jp/doc/2025072300184/,D,資金管理方針、基金の預金・債券運用、ラダー型運用の考え方は公表。掲載実績はR6までで、R7実績は本調査時点で未確認。,「見つからない」を「存在しない」とは扱わない。
高知県,390003,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,高知県 資金の運用状況について,https://www.pref.kochi.lg.jp/doc/2025072300184/,D,資金管理方針と運用方法は公表。R8年度途中の比較可能な実績数値は未確認。,「見つからない」を「存在しない」とは扱わない。
福岡県,400009,2025,2026-01-13,latest_actual,prefecture_funds,NUMERIC_OFFICIAL_APPROX,prefecture_public_actual,,,,,,,70.0,,30.0,,,,,,,,知事定例記者会見（令和8年1月13日）,https://www.pref.fukuoka.lg.jp/site/chiji-kisha/teirei-kisyakaiken20260113.html,C,基金運用構成の概算比率は直接確認できる。R7決算「基金運用状況」PDFも公表済みだが、本調査ではPDF数値の構造化抽出まで至らず。,比率は知事発言の「大体」「約」に基づく概数。
福岡県,400009,2026,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,基金の積立状況の公表について（令和7年度基金運用状況PDFへの公式導線）,https://www.pref.fukuoka.lg.jp/contents/kikintumitatejyoukyou.html,C,R7年度基金運用状況PDFが公表済み。R8年度途中の別実績は未確認。,R8行はR8の運用継続を示す現在の公式開示環境として記録。
佐賀県,410004,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,令和7年度 歳入歳出決算,https://www.pref.saga.lg.jp/kiji003120845/index.html,E,R7基金全体の債券残高・利回り等の比較可能な運用実績を確認できず。,R6基金の状況は公表済みだがStage2数値には使用しない。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
佐賀県,410004,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,佐賀県 会計・決算公開資料,https://www.pref.saga.lg.jp/kiji003120845/index.html,E,R8比較可能数値を確認できず。,「見つからない」を「存在しない」とは扱わない。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
長崎県,420000,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,長崎県 公金支出情報公開・決算関連公開資料,https://shisyutsukoukai.pref.nagasaki.jp/public/,D,R7基金全体の債券・国債残高、利回りを確認できず。,R6全国統一統計では有価証券比率が高く、追加照会価値が高い。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
長崎県,420000,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,長崎県 公金支出情報公開・予算関連公開資料,https://shisyutsukoukai.pref.nagasaki.jp/public/,D,安全性・流動性・収益性、国債・政府関係機関債・地方債等の対象商品に関する公表はあるが、県基金全体のR8数値は未確認。,検索で得た規程が外郭等の範囲を含む可能性があるため、県本体基金との適用範囲は要確認。 再検索で公式公開ページを確認したが、基金運用の比較可能な数値は確認できず。
熊本県,430005,2025,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,熊本県 公金運用実績,https://www.pref.kumamoto.jp/soshiki/118/68486.html,D,調査時点の詳細公表はR6実績まで。R7実績は確認できず。,「見つからない」を「存在しない」とは扱わない。
熊本県,430005,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,熊本県公金管理に関する方針（公金運用実績ページ掲載）,https://www.pref.kumamoto.jp/soshiki/118/68486.html,D,高度な管理方針は確認できるがR8実績値は未確認。,「見つからない」を「存在しない」とは扱わない。
大分県,440001,2025,2026-03-31,annual_actual,prefecture_funds,NUMERIC_OFFICIAL,prefecture_public_actual,,137026.053,,,,,,,,,842.487,0.615,,,,,令和7年度 公金管理の実績について,https://www.pref.oita.jp/uploaded/attachment/2275311.pdf,D,基金平均残高・運用収入・利回りと20年ラダー運用を比較可能。ただし債券残高・債券比率が公表されていないためA～Cの数量比較条件を満たさない。,基金運用収入842.487百万円・利回り0.615%は償還差益17.732百万円を含む。償還差益除きは824.755百万円・0.602%。
大分県,440001,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,大分県 公金管理の実績・公金管理指針 公開ページ,https://www.pref.oita.jp/soshiki/11400/koukinkanri.html,D,対象商品・満期保有・信用リスク管理は確認。R8数値未確認。,R7実績ページから公金管理指針への公式リンクを確認。R8の運用実績数値は未公表。
宮崎県,450006,2025,2025-08-31,latest_actual,public_money_combined,NUMERIC_OFFICIAL_FORECAST,prefecture_public_actual,,182900,,52200,,,28.54018589393111,,71.45981410606889,650.0,650.0,,,,,,令和7年12月2日 宮崎県議会会議録（公金運用）,https://www.pref.miyazaki.lg.jp/documents/104090/104090_20260218171541-1.pdf,C,公金全体の運用残高と基金利益見込みは確認できるが、基金単独の債券残高・利回りは分離できない。,"基金運用利益は約6億5,000万円の見込み（確定実績ではない）。8月末時点では歳計現金・基金等を含む公金全体で定期性預金約1,307億円、債券約522億円。"
宮崎県,450006,2026,,policy_only,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,,,,,,,,宮崎県 公金運用関係議会資料,,C,安全性・流動性・効率性を重視し債券活用を継続。R8数値未確認。,「見つからない」を「存在しない」とは扱わない。
鹿児島県,460001,2025,,year_end_actual,prefecture_funds,PARTIAL_OFFICIAL,prefecture_public_actual,,,,,,,,,,,,,,,,,基金の状況（令和7年度）,https://www.pref.kagoshima.jp/ab05/kensei/zaisei/kessan/kikin.html,D,R7基金状況PDFは公開済み。ただし本調査で基金全体の運用商品別残高・利回りの専用比較表は確認できず。,「見つからない」を「存在しない」とは扱わない。
鹿児島県,460001,2026,,unknown,prefecture_funds,SEARCHED_NOT_FOUND,public_data_gap,,,,,,,,,,,,,,,,,鹿児島県 公金・基金運用関係公開資料,,D,R8年度途中の比較可能数値を確認できず。,「見つからない」を「存在しない」とは扱わない。
沖縄県,470007,2025,,policy_only,specific_fund,PARTIAL_OFFICIAL,prefecture_public_policy,,,,,,,,,,68.724,,,,,,,沖縄県産業振興基金 中期見通し,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/010/064/r6.3tyuukimitoosi.pdf,D,県全基金ではなく産業振興基金110億円の個別事例。全国基金比較には直接使用しない。,R7運用収入は予算見込。
沖縄県,470007,2026,,annual_plan,specific_fund,PARTIAL_OFFICIAL,prefecture_public_plan,11000,,,,,,,,,78.724,,,,,,,沖縄県産業振興基金／中期見通し,https://www.pref.okinawa.jp/shigoto/keizai/1009879/1009880/1010064.html,D,特定基金のみ。県全基金のポートフォリオではない。,「見つからない」を「存在しない」とは扱わない。
